acc. date,type,reg.,operator,fat.,location,Unnamed: 6,dmg,Unnamed: 8,Unnamed: 9
23 Mar 2003,Mitsubishi Mu-300 Diamond IA,PT-LNN,Chubb do Brasil Companhia de Seguros,0,"Santos Air Base, SP (SSZ)",,w/o,,
25 Mar 2003,Canadair CL-215-6B11 (CL-215T),UD.13-29,EjÃ©rcito del Aire,2,off Mallorca,,w/o,,
25 Mar 2003,Cessna 208B Grand Caravan,N5512B,One Leasing,3,near El Paujil,,w/o,,
26 Mar 2003,Boeing 717-2BD,N957AT,AirTran Airways,0,"New York-La Guardia Airport, NY (LGA/KLGA)",,min,,
26 Mar 2003,Boeing 737-4B6,CN-RNF,Royal Air Maroc - RAM,0,Oujda-Les Angades Airport (OUD),,w/o,,
27 Mar 2003,de Havilland Canada DHC-6 Twin Otter 300,PK-WAY,Air Regional,4,near Mulia,,w/o,,
27 Mar 2003,Boeing 717-2BD,N957AT,AirTran Airways,0,"New York-La Guardia Airport, NY (LGA/KLGA)",,min,,
28 Mar 2003,Airbus A310-304,TC-JCZ,THY Turkish Airlines,0,Istanbul,,non,,
28 Mar 2003,Beechcraft B300 Super King Air 350,C-FPCP,Sunwest Home Aviation,0,"Calgary International Airport, AB (YYC/CYYC)",,min,,
31 Mar 2003,Antonov An-24RV,CU-T1294,Cubana de AviaciÃ³n,0,"Key West International Airport, FL (EYW)",,non,,
xx Mar 2003,Hawker Siddeley HS-780 Andover C.1,3C-KKB,748 Air Services,0,Rumbek,,w/o,,
4 Apr 2003,Ilyushin Il-76,,Al Quwwat al Jawwiya al Iraqiya (Iraqi Air Force),0,Al Taqqadum,,w/o,,
4 Apr 2003,Beechcraft B200 King Air,N257CG,FS Corsair Inc,6,"1,6 km SE of Fitchburg Municipal Airport, MA (FIT)",,w/o,,
5 Apr 2003,Saab 340B,N268AE,American Eagle Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW)",,w/o,,
5 Apr 2003,Saab 340B,N243AE,American Eagle Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW)",,w/o,,
5 Apr 2003,Airbus A319-111,N917FR,Frontier Airlines,0,"Pueblo, CO",,non,,
6 Apr 2003,Boeing 737-924 (WL),N71411,Continental Air Lines,0,"Palestine , Texas",,non,,
7 Apr 2003,Cessna 500 Citation I/SP,EC-HFA,Ibiza Flights,0,ZÃ¼rich-Kloten Airport (ZRH),,w/o,,
8 Apr 2003,Dassault Falcon 20C,N183GA,Grand Aire Express,3,"3 km W of Toledo, OH",,w/o,,
8 Apr 2003,Dassault Falcon 20C,N179GA,Grand Aire Express,0,"14 km WSW of Saint Louis-Lambert International Airport, MO (STL)",,w/o,,
9 Apr 2003,Yakovlev Yak-40,UK-87367,Uzbekistan Airways,0,Urgench Airport (UGC),,sub,,
9 Apr 2003,Shorts 330-200,N805SW,SkyWay Enterprises,0,"Dubois-Jefferson County Airport, PA (DUJ)",,sub,,
10 Apr 2003,de Havilland Canada DHC-6 Twin Otter 300,N886EA,Era Aviation,0,"Anchorage-Ted Stevens International Airport, AK (ANC/PANC)",,sub,,
10 Apr 2003,Antonov An-2R,SP-WPZ,Zakladu Uslug Agrolotniczych - ZUA,0,Qum,,w/o,,
11 Apr 2003,Antonov An-12BP,RA-12981,Zapolyarye Airlines,0,Sredny Island,,sub,,
14 Apr 2003,Grumman HU-16C Albatross,N7026Y,Private,3,"6,5 km W of Chetumal Airport (CTM)",,w/o,,
15 Apr 2003,Vickers 836 Viscount,9Q-CGL,Trans Intair,0,,,w/o,,
15 Apr 2003,Swearingen SA226-TC Metro II,N229AM,Superior Aviation,0,"Denver International Airport, CO (DEN)",,sub,,
16 Apr 2003,McDonnell Douglas MD-82,N452AA,American Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",,non,,
17 Apr 2003,Fokker F-27 Friendship 600,N730FE,"FedEx Express, opb Empire Airlines",0,"Seattle/Tacoma International Airport, WA (SEA)",,sub,,
18 Apr 2003,Swearingen SA227-AC Metro III,C-GERW,Northern Dene Airways,0,"Saskatoon Airport, Saskatchewan",,sub,,
18 Apr 2003,McDonnell Douglas DC-9-32,9Q-CWF,Wetrafa,0,Brazzaville-Maya Maya Airport (BZV),,sub,,
21 Apr 2003,Boeing 757-222,N504UA,United Airlines,0,"Lithonia, GA",,non,,
22 Apr 2003,McDonnell Douglas MD-88,N974DL,Delta Air Lines,0,"Denver International Airport, CO (DEN/KDEN)",,sub,,
22 Apr 2003,Fokker F-28 Fellowship 4000,S2-ACV,Biman Bangladesh Airlines,0,Dhaka-Zia International Airport (DAC),,sub,,
23 Apr 2003,Beechcraft 99A Airliner,C-FDYF,Transwest Air,0,"11 km from Prince Albert, SK",,w/o,,
24 Apr 2003,Dornier 328JET-310,N427FJ,Atlantic Coast Airlines,0,"Roanoke, VA",,non,,
25 Apr 2003,Antonov An-24,700,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,El Fasher Airport (ELF),,w/o,,
25 Apr 2003,Antonov An-26,,Unknown,0,Beni Airport (BNC),,sub,,
26 Apr 2003,Sino Swearingen SJ30-2,N138BF,Sino Swearingen,1,"16 km N of Loma Alta, TX",,w/o,,
27 Apr 2003,Boeing 737-281 Adv,LV-WTX,Aerolineas Argentinas,0,"Jujuy Airport, PJ",,min,,
28 Apr 2003,Yakovlev Yak-40,UR-87918,Dniproavia,0,Dnepropetrovsk Airport (DNK),,sub,,
28 Apr 2003,de Havilland Canada DHC-6 Twin Otter 300,PK-WAR,Air Regional,0,near Mulia,,sub,,
29 Apr 2003,Beechcraft 1900C-1,TR-LFQ,Avirex,0,Kinshasa-N'Djili Airport (FIH),,sub,,
30 Apr 2003,Basler BT-67 Turbo 67 (DC-3T),PNC-0212,Servicio AÃ©reo de Policia,0,OcaÃ±a-Aguas Claras Airport (OCV),,w/o,,
7 May 2003,Canadair CRJ-200ER,N484CA,"Comair, opf Chautauqua Airlines",0,"Boston-Logan International Airport, MA (BOS/KBOS)",,sub,,
7 May 2003,Boeing 767-322ER,N650UA,United Airlines,0,"New Market, Virginia",,non,,
8 May 2003,North American Rockwell Sabreliner 40A,N250EC,"D.R. Congo Government, lsf Professional Maintenance Services",0,near Bunia Airport (BUX),,w/o,,
8 May 2003,Ilyushin Il-76MD,UR-UCB,"Air Force of the D.R. Congo, lsf Ukrainian Cargo Airways",7,near Kinshasa,,sub,,
10 May 2003,Antonov An-2R,UK-68038,Uzbekistan Airways,,,,sub,,
11 May 2003,Antonov An-12B,ER-AXD,Pecotox Air,0,Asmara International Airport (ASM),,w/o,,
14 May 2003,Fokker 100,F-GNLH,Blue Line,0,Paris-Charles de Gaulle Airport (CDG),,sub,,
15 May 2003,North American Rockwell Sabreliner 60,N856MA,Private,,unknown,,w/o,,
15 May 2003,Beechcraft 200C Super King Air,VH-AMR,Royal Flying Doctor Service,0,"6 km NE of Coffs Harbour Airport, NSW (CFS)",,w/o,,
15 May 2003,Cessna 208B Super Cargomaster,N208AD,DK&L Company,0,"7 km W of Lorain County Regional Airport, OH (LPR)",,sub,,
16 May 2003,Antonov An-3T,RA-05881,Polyarnye Avialinii,0,45 km from Sangara,,w/o,,
16 May 2003,Antonov An-12BK,T-307,ForÃ§a AÃ©rea Popular de Angola,4,near Menongue,,w/o,,
18 May 2003,Beechcraft B300 King Air 350,N2SM,Oso-Rio LLC,0,"Houston-West Houston Airport, TX (IWS)",,w/o,,
20 May 2003,Boeing 757-223,N692AA,American Airlines,0,"Santa Ana, California",,sub,,
21 May 2003,Saab 340B,N277MJ,Colgan Air opf US Airways Express,0,"New York-La Guardia Airport, NY (LGA/KLGA)",,sub,,
21 May 2003,Learjet U-36A,9202,Japan Maritime Self Defence Force - JMSDF,4,Iwakuni MCAS,,w/o,,
22 May 2003,de Havilland Canada DHC-3 Otter,C-GGON,Whiteshell Air Service,0,"4 km E of Lac du Bonnet, MB",,sub,,
24 May 2003,Boeing 737-3H4,N343SW,Southwest Airlines,0,"Amarillo International Airport, TX (AMA)",,sub,,
26 May 2003,Yakovlev Yak-42D,UR-42352,Ukrainian-Mediterranean Airlines,75,"3,5 km E of MaÃ§ka",,w/o,,
27 May 2003,Antonov An-12BP,9L-LCR,Showa Air,0,Goma Airport (GOM),,w/o,,
28 May 2003,Cessna 560 Citation Encore+,D-CAUW,AW Aerowest,0,Leeds/Bradford Airport (LBA),,sub,,
29 May 2003,Boeing 717-231,VH-VQI,"QantasLink, opb Impulse Airlines",0,"Melbourne-Tullamarine Airport, VIC (MEL)",,non,,
1 Jun 2003,Learjet 45,I-ERJC,Eurojet Italia,2,"0,3 km E of Milano-Linate Airport (LIN)",,w/o,,
2 Jun 2003,Embraer EMB-120ER,N299UX,Great Lakes Airlines,0,"Denver International Airport, CO (DEN/KDEN)",,sub,,
2 Jun 2003,North American Rockwell CT-39E Sabreliner,XA-AAW,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)",,w/o,,
2 Jun 2003,Rockwell T-39D Sabreliner,XA-AAH,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)",,w/o,,
2 Jun 2003,Rockwell T-39D Sabreliner,XA-AAJ,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)",,w/o,,
2 Jun 2003,Rockwell T-39D Sabreliner,XA-AAF,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)",,w/o,,
2 Jun 2003,Rockwell T-39D Sabreliner,XA-AAI,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)",,w/o,,
2 Jun 2003,Rockwell T-39D Sabreliner,XA-AAG,Jett Paqueteria,0,"Laredo International Airport, TX (LRD)",,w/o,,
2 Jun 2003,de Havilland Canada DHC-8-311Q Dash 8,D-BHAT,"Lufthansa, opb Augsburg Airways",0,en route,,non,,
2 Jun 2003,Airbus A319-112,N910FR,Frontier Airlines,0,"near Denver, Colorado",,non,,
5 Jun 2003,de Havilland Canada DHC-6 Twin Otter 300,C-GOGC,Ontario Ministry of Natural Resources,0,"Lake Wicksteed, ON",,w/o,,
5 Jun 2003,Airbus A320-231,N644AW,America West Airlines,0,"Payson, AZ",,non,,
7 Jun 2003,Boeing 767-346,JA8980,Japan Air Lines - JAL,0,Fukuoka Airport (FUK/RJFF),,non,,
8 Jun 2003,Britten-Norman BN-2A-8 Islander,PT-KQS,Antonio Marica Barbosa Teixeira,0,"near Porto Belo Farm, RJ",,sub,,
12 Jun 2003,McDonnell Douglas MD-82,N451AA,American Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",,non,,
14 Jun 2003,Antonov An-32B,CR866,Sri Lanka Air Force,0,Jaffna-Palaly Airport (JAF/VCCJ),,w/o,,
14 Jun 2003,Antonov An-24RV,CU-T1295,Cubana de AviaciÃ³n,0,Nueva Gerona-Rafael Cabrera Airport (GER),,w/o,,
16 Jun 2003,Airbus A320-231,C-GTDK,"MyTravel, lsf Skyservice Airlines",0,Bristol Airport (BRS),,sub,,
16 Jun 2003,Fokker 50,ST-ARA,Mid Airlines,0,Adar Yel,,w/o,,
17 Jun 2003,McDonnell Douglas MD-88,TC-ONP,Onur Air,0,Groningen-Eelde Airport (GRQ),,sub,,
18 Jun 2003,Airbus A330-342,B-HYA,Dragonair,0,within Manila FIR,,min,,
18 Jun 2003,Embraer EMB-145LR,N294SK,Chautauqua Airlines,0,"Taylor, FL",,non,,
18 Jun 2003,Antonov An-124-100,UR-82029,Antonov Design Bureau,0,Roma-Fiumicino Airport (FCO/LIRF),,sub,,
21 Jun 2003,Embraer ERJ-135LR,N708AE,American Eagle,0,"Toronto-Pearson International Airport, ON (YYZ/CYYZ)",,sub,,
22 Jun 2003,Canadair CL-600-2B19 Regional Jet CRJ-100ER,F-GRJS,Brit Air,1,2 km from Brest-Guipavas Airport (BES),,w/o,,
23 Jun 2003,Boeing 757-232,N633DL,Delta Air Lines,0,"Tampa, FL",,non,,
24 Jun 2003,Embraer EMB-135KL,N839AE,American Eagle Airlines,0,"Boston-Logan International Airport, MA (BOS/KBOS)",,sub,,
24 Jun 2003,Tupolev Tu-134SKh,RA-65929,Voronezh Avia,0,Nyagan Airport,,w/o,,
25 Jun 2003,Lockheed C-130 Hercules,,Islamic Republic of Iran Air Force - IRIAF,7,near Rudshour,,w/o,,
26 Jun 2003,Boeing 777-236ER,G-VIIA,British Airways,0,"Near Reigate, Surrey",,sub,,
26 Jun 2003,Cessna 208B Grand Caravan,V5-CAS,Comav Aviation,4,near Rooisand Desert Ranch,,w/o,,
30 Jun 2003,Lockheed C-130H Hercules,7T-WHQ,Al Quwwat al-Jawwiya al-Jaza'eriya,5+10,Blida,,w/o,,
xx Jun 2003,Let L-410UVP,FLARF01192,Aeroklub KVS,0,near Myachkovo Airport,,w/o,,
3 Jul 2003,Cessna 208B Grand Caravan,HP-1403APP,"Servicios AÃ©reos Nacionales - SANSA, lsf AeroPerlas",0,near BahÃ­a Ballena,,sub,,
6 Jul 2003,Boeing 737-236,LV-ZTY,Aerolineas Argentinas,0,"CÃ³rdoba Airport, CD",,min,,
8 Jul 2003,Boeing 737-2J8C,ST-AFK,Sudan Airways,116,5 km E of Port Sudan,,w/o,,
9 Jul 2003,Cessna 208B Grand Caravan,N410GV,Hageland Aviation Services,0,"50 miles northwest of Kotzebue , Alaska",,non,,
10 Jul 2003,Lockheed P-3C Orion,163005,United States Navy,0,"Jacksonville NAS, FL (NIP)",,w/o,,
11 Jul 2003,Boeing 707-3J6C,5X-AMW,Air Memphis,0,Dhaka-Zia International Airport (DAC),,w/o,,
13 Jul 2003,Let L-410UVP-E,YV-1060CP,Ruiban and Duran C.A.,4,near San Cristobal,,w/o,,
16 Jul 2003,Lockheed L-188A Electra,C-GFQA,Air Spray (1967),2,"4,6 km S of Cranbrook, BC",,w/o,,
17 Jul 2003,Boeing 777-222,N779UA,United Airlines,0,"Chicago, IL",,non,,
18 Jul 2003,McDonnell Douglas MD-83,SE-RDL,"Nordic Airlink, opf AviaJet",0,Londonderry-Eglinton Airport (LDY/EGAE),,sub,,
19 Jul 2003,Swearingen SA226-TC Metro II,ZS-OYI,Ryan Blake Air Charter,14,Mount Kenya,,w/o,,
20 Jul 2003,Cessna 550 Citation II,C-GKAU,Jetair,0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL/CYUL)",,min,,
22 Jul 2003,Cessna 525 CitationJet,N996JR,Tango Corp.,0,"Oak Harbor, WA",,sub,,
22 Jul 2003,Boeing 757-251,N504US,Northwest Airlines,0,"Wadsworth, OH",,non,,
23 Jul 2003,Cessna 551 Citation II/SP,PT-LME,Ãgua Limpa Transportes Ltda,1,"Sorocaba, SP",,w/o,,
1 Aug 2003,Boeing 717-200,N970AT,AirTran Airways,0,"Atlanta, Georgia",,sub,,
2 Aug 2003,Tupolev Tu-154M,RA-85847,Avialinii 400,0,Faro Airport (FAO),,min,,
2 Aug 2003,Antonov An-2TP,D-FONE,Sachsische Luftfahrt Service,0,Welzow,,sub,,
2 Aug 2003,Douglas C-54G-10-DO (DC-4),C-GBSK,Buffalo Airways,0,"Ulu mine strip, NT",,w/o,,
3 Aug 2003,McDonnell Douglas MD-82,N7527A,American Airlines,0,"Charlotte, NC",,non,,
4 Aug 2003,Learjet 35A,N135PT,Air East Management,2,"Groton, CT",,w/o,,
6 Aug 2003,Airbus A340-311,D-AIGK,Lufthansa,0,"Walnut Ridge, Arkansas",,min,,
7 Aug 2003,McDonnell Douglas MD-81,N814ME,Midwest Airlines,0,"Greeley, CO",,non,,
8 Aug 2003,Cessna 208B Grand Caravan,YV-1069C,Servicios AÃ©reos Sucre - SASCA,1,Tocomita,,w/o,,
8 Aug 2003,Boeing 737-400,D-....,,0,Alexandria-Borg El Arab Airport (HBE),,sub,,
11 Aug 2003,Boeing 737-228 Adv,LV-ZXP,Aerolineas Argentinas,0,"Buenos Aires-Jorge Newbery Airport, BA (AEP/SABE)",,min,,
11 Aug 2003,Fokker F-28 Fellowship 3000R,PK-GFT,Garuda Indonesia Airways,0,Jakarta-Soekarno-Hatta International Airport (CGK),,sub,,
12 Aug 2003,Beechcraft C-12F Huron (A200CF Super King Air),84-0169,United States Army,2,"11,3 km SW of Pyongtaek-Desiderio AAF",,w/o,,
13 Aug 2003,Let L-410UVP,9XR-JT,Lexus Aviation,0,Rumbek,,w/o,,
14 Aug 2003,Learjet 35A,N403FW,Air America Flight Services,0,CancÃºn Airport (CUN),,sub,,
14 Aug 2003,Boeing 747-433 (M),C-GAGL,Air Canada,0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL/CYUL)",,sub,,
15 Aug 2003,Boeing 737-33V,HB-III,easyJet Switzerland,0,over Oyonnax,,sub,,
16 Aug 2003,Canadair CL-215-6B11 (CL-415),I-DPCN,"SOREM, lsf Dipartimento della Protezione Civile Italiana",0,3 km S of Esine,,w/o,,
16 Aug 2003,Beechcraft T-1A Jayhawk,91-0093,United States Air Force - USAF,0,"Biloxi-Keesler AFB, MS (BIX)",,sub,,
16 Aug 2003,Boeing 737-83N,N329TZ,American Trans Air,0,"Wooster, OH",,non,,
17 Aug 2003,Reims Cessna F406 Caravan II,N6591L,Hageland Aviation Services,2,"50 km SW off Barrow, AK",,w/o,,
18 Aug 2003,Raytheon Beechjet 400A,N51NP,"Executive Beechcraft, Inc.",0,"St. Augustine Airport, FL (UST)",,sub,,
19 Aug 2003,Lockheed L-1011-385-3 TriStar 500,CS-TMP,Air Luxor,0,"Runway 23, London Stansted Airport, Bassingbourn Road, Stansted, Essex",,sub,,
19 Aug 2003,Beechcraft 1900D,N79SK,Skyway Airlines,0,"Muskegon, Michigan",,sub,,
19 Aug 2003,Cessna 208B Grand Caravan,5Y-TWI,Transworld Safaris,0,Old Fangak,,w/o,,
19 Aug 2003,Boeing 737,,Air AlgÃ©rie,0,Oran-es Senia Airport (ORN),,non,,
21 Aug 2003,Fokker F-27 Friendship 400M,G525 F,Ghana Air Force,0,Accra-Kotoka Airport (ACC),,sub,,
22 Aug 2003,Reims Cessna F406 Caravan II,ZK-VAF,Vincent Aviation,0,"Darwin Airport, NT (DRW)",,sub,,
24 Aug 2003,Let L-410UVP-E3,HH-PRV,Tropical Airways,21,2 km SW of Cap Haitien Airport (CAP),,w/o,,
26 Aug 2003,Beechcraft 1900D,N240CJ,"US Airways Express, opb Colgan Air",2,"5 km S of Hyannis, MA",,w/o,,
27 Aug 2003,Antonov An-2R,LY-KAE,private,0,near MÃ¥lÃ¶ga,,sub,,
30 Aug 2003,Cessna 208B Grand Caravan,N786DM,Isla Nena Air Services,0,near Culebra Airport (CPX),,sub,,
2 Sep 2003,McDonnell Douglas MD-82,N454AA,American Airlines,0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",,sub,,
4 Sep 2003,Fokker 100,N1450A,American Airlines,0,"New York-La Guardia Airport, NY (LGA/KLGA)",,sub,,
4 Sep 2003,IRMA/Britten-Norman BN-2A-27 Islander,N630VC,Venagas Construction Corporation,0,near Cayey,,w/o,,
11 Sep 2003,Cessna 208B Grand Caravan,C-FKAB,Wasaya Airways,8,"10 km NW of Summer Beaver, ON",,w/o,,
12 Sep 2003,Beechcraft B200 Super King Air,N600BV,Willis Lease Finance Corporation,10,"ca 1,5 km N off CaniÃ§al, Madeira Island",,w/o,,
12 Sep 2003,McDonnell Douglas DC-9-51,N776NC,Northwest Airlines,0+1,"Norfolk International Airport, VA (ORF/KORF)",,min,,
14 Sep 2003,Let L-410UVP,9XR-AL,ACS Ltd.,0,Lankein,,w/o,,
17 Sep 2003,British Aerospace 3102 Jetstream 31,G-EEST,Eastern Airways,0,Wick Airport (WIC),,w/o,,
17 Sep 2003,British Aerospace 3212 Jetstream 32EP,SE-LNT,European Executive Express,0,LuleÃ¥-Kallax Airport (LLA),,w/o,,
19 Sep 2003,Learjet 25B,N666TW,Ameristar Jet Charter,1,"Del Rio International Airport, TX (DRT)",,w/o,,
19 Sep 2003,Lockheed C-130A Hercules,3603,Fuerza AÃ©rea Mexicana,6,near La Quemada,,w/o,,
20 Sep 2003,British Aerospace BAe-125-700A,N45BP,Star Flite Aviation,3,"24 km NW of Beaumont, TX",,w/o,,
21 Sep 2003,de Havilland Canada DHC-8-202,N455YV,Mesa Airlines,0,"Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX)",,sub,,
23 Sep 2003,Cessna 525 CitationJet CJ1,OE-...,,0,Vienna,,sub,,
24 Sep 2003,Antonov An-12,ST-SAR,Sarit Airlines,0,Wau Airport (WUU),,sub,,
24 Sep 2003,Embraer ERJ-145LU,LX-LGZ,Luxair,0,Luxembourg-Findel Airport (LUX),,sub,,
25 Sep 2003,Grumman HU-16C Albatross,N70258,Corsair Aviation Holdings Inc,2,"5 km NW of Fort Pierce-Saint Lucie County Airport, FL (FPR)",,w/o,,
27 Sep 2003,Embraer EMB-135,N733KR,American Eagle Airlines,0,"New York-La Guardia Airport, NY (LGA/KLGA)",,sub,,
1 Oct 2003,Boeing 747-271C (SCD),4X-ICM,Cargo Air Lines,0,LiÃ¨ge-Bierset Airport (LGG),,sub,,
2 Oct 2003,Douglas DC-3,,Unknown,0,Bocas del Rosario,,w/o,,
3 Oct 2003,Lockheed SP-2H Neptune,N299MA,Minden Air Corporation,2,"East Highlands, CA",,w/o,,
3 Oct 2003,Convair CV-580F,ZK-KFU,Air Freight NZ,2,10 km N off Paraparaumu,,w/o,,
4 Oct 2003,Boeing 737-823,N972AN,American Airlines,0,"Boston, Massachusetts",,sub,,
7 Oct 2003,Boeing 777-222ER,N222UA,United Airlines,0,"San Francisco International Airport, CA (SFO/KSFO)",,sub,,
7 Oct 2003,Embraer EMB-145,,,0,Stuttgart Airport (STR),,sub,,
7 Oct 2003,Embraer EMB-145,,,0,Stuttgart,,sub,,
9 Oct 2003,Antonov An-2TP,RA-01440,Mirny Air Enterprise,0,49 km from Amakinskaya,,sub,,
11 Oct 2003,Antonov An-2TP,YV-1128C,Transmandu,1,near Uriman,,w/o,,
13 Oct 2003,Antonov An-2T,YV-901C,AÃ©reo Transporte La MontaÃ±a,0,near La Paragua,,w/o,,
14 Oct 2003,Cessna 208 Caravan I,5Y-BOY,Air Kenya,0,Nairobi-Wilson Airport (WIL),,sub,,
16 Oct 2003,Airbus A319-112,N764US,US Airways,0,"Tampa, FL",,non,,
20 Oct 2003,Fokker F-27 Friendship 600,PT-TVA,TAVAJ Linhas AÃ©reas,0,"TarauacÃ¡ Airport, AC (TRQ)",,w/o,,
22 Oct 2003,Boeing 747-281F (SCD),JA8191,Nippon Cargo Airlines,0,Tokyo-Narita Airport (NRT),,sub,,
26 Oct 2003,Fairchild FH-227B,LV-MGV,CATA Linea AÃ©rea,5,"5 km SSE of Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE)",,w/o,,
27 Oct 2003,British Aerospace BAe-125-800A,XA-ISH,Aeroxtra,3,"2,4 km from Las Potrancas Ranch Airstrip",,w/o,,
29 Oct 2003,Cessna 208B Super Cargomaster,N791FE,"Corporate Air, lsf FedEx",1,"0,5 km SW of Cody-Yellowstone Regional Airport, WY (COD)",,sub,,
30 Oct 2003,Antonov An-28,ER-AJG,"Trans Kasai Air, lsf Tepavia Trans",,"0,8 km from Kamina Airport (KMN)",,w/o,,
1 Nov 2003,Fairchild SA227-BC Metro III,N787KL,Key Lime Air,0,"Rawlins, Wyoming",,sub,,
1 Nov 2003,Boeing 737-522,N956UA,United Airlines,0,"Denver International Airport, CO (DEN/KDEN)",,non,,
3 Nov 2003,Antonov An-12BP,EK11997,Sarit Airlines,0,Geneina Airport (EGN),,w/o,,
7 Nov 2003,de Havilland Canada DHC-6 Twin Otter 310,VP-FBB,British Antarctic Survey,0,Rothera Research Station,,sub,,
8 Nov 2003,Shorts SC.7 Skyvan 3M-100,8R-GMC,Trans Guyana Airways,2,near Ogle Airport (OGL),,w/o,,
11 Nov 2003,Cessna 560XL,N789CN,West Coast Charters Inc,0,"Wheeling, Illinois",,sub,,
12 Nov 2003,Saab 340B,N442XJ,Mesaba Airlines,0,"Minneapolis, Minnesota",,sub,,
12 Nov 2003,Learjet 24D,N77JL,"Multi-Aero, Inc.",0,"Belleville, IL",,w/o,,
12 Nov 2003,ATR 42-300,G-SSEA,Air Wales,0,50 NM Southeast of Dublin,,non,,
13 Nov 2003,Cessna 208B,N717BT,"Baltimore Air Transport, Inc./corpjet",0,"Phoenix, Arizona",,sub,,
14 Nov 2003,Boeing 747-422,N178UA,United Airlines,0,"San Francisco International Airport, CA (SFO)",,sub,,
17 Nov 2003,Antonov An-12BP,ST-SAA,Sarit Airlines,13,6 km from Wau,,w/o,,
18 Nov 2003,Swearingen SA226-TC Metro II,N332BA,Key Lime Air,0,"Grand Junction-Walker Field, CO (GJT)",,sub,,
18 Nov 2003,Cessna 550 Citation II,N418MA,Haalo Ltd.,0,"Mineral Wells Airport, TX (MWL)",,w/o,,
21 Nov 2003,Hawker Siddeley HS-125-403B,D2-EXR,Intertransit,0,Luanda-4 de Fevereiro Airport (LAD),,sub,,
21 Nov 2003,Douglas C-47A-1-DK (DC-3),ZS-BXF,SAA Historic Flight,0,"3,7 km E of Lanseria Airport (HLA)",,sub,,
22 Nov 2003,Airbus A300B4-203 (F),OO-DLL,European Air Transport,0,near Baghdad International Airport (BGW),,sub,,
24 Nov 2003,Beechcraft 1900C,N112AX,Alaska Central Express,0,"Juneau, Alaska",,sub,,
28 Nov 2003,Boeing 747-287B,LV-OOZ,Aerolineas Argentinas,0,"Buenos Aires/Ezeiza Airport, BA (SAEZ)",,min,,
29 Nov 2003,Boeing 747-258C,ZS-OOS,Hydro Air Cargo,0,Lagos-Murtala Muhammed Airport (LOS),,w/o,,
29 Nov 2003,Swearingen SA227-AT Merlin IVC,N439AF,Ameriflight,1,"5,5 km E of Spokane-Felts Field, WA (SFF)",,w/o,,
29 Nov 2003,Antonov An-26,9T-TAD,Force AÃ©rienne Congolaise,20+13,Boende Airport (BNB),,w/o,,
1 Dec 2003,Let L-410UVP-E,5N-BFL,Millenium Air,0,Kano-Aminu Kano International Airport (KAN),,w/o,,
2 Dec 2003,Canadair CRJ-100ER,N916CA,"Delta Connection, opb Comair",0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",,sub,,
3 Dec 2003,Swearingen SA226-TC Metro II,N60U,Key Lime Air,0,"Denver International Airport, CO (DEN)",,w/o,,
4 Dec 2003,Cessna 525 CitationJet CJ1,N15C,Private,0,"San Diego, California",,sub,,
4 Dec 2003,Beechcraft B200 Super King Air,N85BK,Southeastern Air Charter,2,"1,6 km S of Atlanta-Newnan Coweta County Airport, GA",,w/o,,
4 Dec 2003,Dornier 228-202,LN-HTA,Kato Air,0,BodÃ¸ Airport (BOO),,w/o,,
7 Dec 2003,Fokker F-28 Fellowship 4000,5Y-NNN,East African Safari Air,0,Lokichoggio Airport (LKG),,w/o,,
9 Dec 2003,McDonnell Douglas C-17A Globemaster III,98-0057,United States Air Force - USAF,0,near Baghdad International Airport (SDA),,sub,,
12 Dec 2003,IRMA/Britten-Norman BN-2A-21 Islander,RP-C868,Chemtrad Aviation,3,"Barangay Dinapnat, Divilacan town, Isabela",,w/o,,
13 Dec 2003,Boeing 737-2A9,OB-1544-P,Aero Continente,0,Lima-J Chavez International Airport (LIM),,w/o,,
14 Dec 2003,Canadair CRJ-200LR,N445AW,"Air Wisconsin, opf AirTran JetConnect",0,"Miami International Airport, FL (MIA/KMIA)",,sub,,
16 Dec 2003,Beechcraft 99 Airliner,N399CZ,Freight Runners Express,0,"Wausau-Central Wisconsin Airport, WI (CWA)",,w/o,,
16 Dec 2003,de Havilland Canada DHC-3T/M601 Turbine Otter,C-GOFF,Huron Air,2,"near Jellicoe, ON",,w/o,,
17 Dec 2003,CASA CN-235M-200,F-RAIA,L'ArmÃ©e de L'Air,7,near Suc-et-Sentenac,,w/o,,
